Restaurant _Name,Restaurant _Type,Rating,Votes,Avg_Cost (two people),Online_Order,Table_Booking,Cuisines_Type,Area
Nimma Mane,Quick Bites,3.2,7,350,No,No,Biryani,Lavelle Road
Nine2twelve,Quick Bites,2.8,40,300,No,No,South Indian,Kalyan Nagar
Ningi Family Restaurant,Quick Bites,3.5,10,400,No,No,"South Indian, Biryani, Chinese",Bannerghatta Road
Nirala's Home Kitchen,Delivery,2.8,40,300,No,No,"Bihari, North Indian",Brookefield
Nirvana Bar - Manipal County,Bar,3.3,6,1000,No,No,Finger Food,Electronic City
Nisarga,Casual Dining,3.6,110,500,Yes,No,"Andhra, North Indian, Chinese",Rajajinagar
Nisarga Garden,Quick Bites,4,89,300,No,No,"South Indian, Chinese, Street Food, Juices",Brigade Road
Nisarga Garden Restaurant,Quick Bites,3.4,51,350,No,No,"South Indian, Chinese, Desserts, Beverages",Banashankari
Nisarga Restaurant,Quick Bites,3.3,6,350,No,No,"Mangalorean, Chinese, North Indian, Seafood",Lavelle Road
NISO Chinese Restaurant,Quick Bites,3.9,36,350,No,No,"Chinese, Momos",Whitefield
Nite Out,Delivery,3.5,6,500,Yes,No,"North Indian, Chinese, Biryani",Brookefield
Nitehunger,"Takeaway, Delivery",2.6,119,500,Yes,No,"North Indian, Chinese",Brookefield
Nithyothsav - Hotel Ramanashree,Casual Dining,3,31,1000,No,No,"North Indian, Chinese",Brigade Road
Nizaam's Kaati Rolls & Kebabs,Quick Bites,3.7,110,450,Yes,No,"Street Food, North Indian, Rolls",Indiranagar
Nizam's Biryani House,Casual Dining,2.8,40,700,Yes,No,"Hyderabadi, Biryani",Old Airport Road
NMR Multicuisine Restaurant,Casual Dining,3.6,9,550,Yes,No,"North Indian, Chinese, Arabian, Juices",Electronic City
No 10 Fort Cochin,Casual Dining,2.8,40,800,No,No,"South Indian, Seafood, Kerala, Biryani",Brigade Road
No More Hungry,Quick Bites,3.3,214,450,Yes,No,North Indian,Indiranagar
NOC Cafe & Catering,Quick Bites,3.2,7,400,Yes,No,"North Indian, Fast Food",Malleshwaram
Noibidya,Quick Bites,3.5,44,400,No,No,"North Indian, Bengali",Brookefield
NoLimmits Lounge and Club,Club,4,2096,2000,Yes,Yes,"Chinese, Continental, North Indian, Burger, Pizza",Indiranagar
Nomadic Tandoor,Cafe,3.7,168,700,Yes,No,"Cafe, North Indian, Chinese, Continental",Malleshwaram
Nonveg Dreams,Delivery,2.8,40,400,No,No,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala"
Noodle Bar,Casual Dining,4,1070,1400,No,Yes,"Chinese, Momos",Whitefield
Noodle Panda,Casual Dining,4.3,336,800,Yes,No,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos","Byresandra,Tavarekere,Madiwala"
Noodles,Casual Dining,3.8,98,500,Yes,No,"Chinese, Momos",Kalyan Nagar
Nook - Aloft Bengaluru Cessna Business Park,Casual Dining,4.2,411,1800,No,Yes,"North Indian, Continental, Asian",Whitefield
Noon's,Quick Bites,4.2,161,300,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala"
Norsha Caffe,Cafe,3.3,6,400,No,No,Cafe,Lavelle Road
North Indian And Bengali Mess,Mess,3.7,34,300,No,No,"North Indian, Bengali","Byresandra,Tavarekere,Madiwala"
North Indian Bhukkads,Quick Bites,4,202,450,Yes,Yes,"North Indian, Biryani, Chinese, Street Food",Kalyan Nagar
North Indian Hotel,Quick Bites,3.4,11,200,No,No,North Indian,Lavelle Road
North Indian Kitchen,Takeaway,3.2,13,0,No,No,North Indian,Bellandur
North Indian Meals,"Takeaway, Delivery",3.2,5,300,No,No,North Indian,Jayanagar
North Indian Tadka,Quick Bites,3,6,200,No,No,"Chinese, North Indian",Old Airport Road
North Indies,Quick Bites,3.8,25,450,Yes,No,North Indian,Marathahalli
North Met South,Casual Dining,2.8,40,800,No,No,"North Indian, South Indian",Bellandur
North Rasoe,Casual Dining,3.1,5,500,Yes,No,"North Indian, Chinese, Biryani, Kebab",Banashankari
North Se South Veg & Non-Veg Restaurants,Quick Bites,3.6,17,250,Yes,No,"South Indian, North Indian, Chinese",Frazer Town
North Wale Restaurant,Casual Dining,2.9,115,800,No,No,"North Indian, Chinese",Brookefield
Northam's Pizza.Pita,Quick Bites,4.1,671,450,Yes,No,"Italian, Pizza",HSR
Northern Bites,Casual Dining,3.2,51,400,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Northern Gate- Gateway Hotel,Casual Dining,3.9,40,1900,No,Yes,North Indian,Brigade Road
Northern Route,Quick Bites,4.1,159,300,Yes,No,"North Indian, Street Food",Brigade Road
Northway Cuisine,Quick Bites,2.8,40,350,No,No,"North Indian, Chinese",Bannerghatta Road
Northwind,Casual Dining,3.9,83,650,No,No,"Biryani, Chinese, North Indian, Mangalorean",Malleshwaram
Nossa Goa,Casual Dining,4.1,292,1000,Yes,Yes,"Goan, Seafood, Konkan, Desserts",Indiranagar
Nostradamus Bar & Lounge,Bar,3.6,14,1500,No,No,"North Indian, South Indian, Chinese, Continental",Brigade Road
Not Just Parathas,Quick Bites,3.8,170,500,Yes,No,"North Indian, Chinese",Marathahalli
Not Just Waffles,Dessert Parlor,4.1,120,400,Yes,No,"Desserts, Ice Cream",Brookefield
Notebook Food Court,Quick Bites,4,220,300,Yes,No,"Chinese, North Indian, Rolls",Electronic City
Nourich,Casual Dining,2.8,40,800,No,Yes,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",Bannerghatta Road
Nouvelle Garden,Casual Dining,3.7,202,900,No,No,"North Indian, Continental, Italian","Byresandra,Tavarekere,Madiwala"
Now Momos,Quick Bites,3.4,11,200,No,No,"Chinese, Fast Food, Momos","Byresandra,Tavarekere,Madiwala"
NTR Cafe,Quick Bites,2.9,4,100,Yes,No,"Chinese, Fast Food",Frazer Town
nu.tree,Delivery,4.3,300,400,Yes,No,"North Indian, Healthy Food, Beverages",Sarjapur Road
Nukkad,Casual Dining,3,106,500,Yes,No,"North Indian, Chinese",Bellandur
Nukkad Box,Quick Bites,3.7,25,400,No,No,"North Indian, Fast Food, Desserts, Beverages",Marathahalli
NutBerry,"Dessert Parlor, Beverage Shop",3.7,34,150,Yes,No,"Beverages, Desserts, Fast Food","Byresandra,Tavarekere,Madiwala"
Nutri Fit,"Takeaway, Delivery",2.8,40,300,No,No,Healthy Food,Bannerghatta Road
Nutri Rich,Quick Bites,3.8,53,350,Yes,No,Healthy Food,"Byresandra,Tavarekere,Madiwala"
NutriFit,Quick Bites,2.8,40,200,Yes,No,Healthy Food,Indiranagar
Nutripress,Beverage Shop,3.3,4,200,Yes,No,Juices,Koramangala 4th Block
Nutrition on Wheels,"Takeaway, Delivery",2.9,23,300,No,No,Healthy Food,"Byresandra,Tavarekere,Madiwala"
Nuts Over Salads Cafe,Cafe,4.4,197,800,Yes,Yes,"Cafe, Salad","Byresandra,Tavarekere,Madiwala"
Nutty Affair,Quick Bites,3.7,25,350,Yes,No,Desserts,Bellandur
Nutty Squirrel,Kiosk,3.8,72,300,Yes,No,"Ice Cream, Desserts",Bellandur
NV Naidu Hotel,Quick Bites,3.9,36,250,No,No,Biryani,Basavanagudi
NV Patisserie,"Takeaway, Delivery",3.6,10,350,No,No,"Desserts, Bakery",Koramangala 4th Block
NY Pizza & Waffles,Quick Bites,3.1,273,400,Yes,No,"Pizza, Desserts",Electronic City
NY Pizza And Waffles,Quick Bites,2.8,40,300,Yes,No,"Pizza, Fast Food",Bellandur
NY8LIFE,Delivery,3.2,4,300,No,No,"North Indian, Rolls, Biryani","Byresandra,Tavarekere,Madiwala"
NYS Kitchen,Quick Bites,3.6,25,500,No,No,"North Indian, Chinese",Whitefield
O.G. Variar & Sons,Bakery,4.8,1156,200,No,No,"Bakery, Desserts",Malleshwaram
O2 Juice Bar,"Beverage Shop, Quick Bites",3.5,11,200,Yes,No,"Juices, Fast Food",Brookefield
Oak Tavern,Casual Dining,3.5,9,1000,No,No,"Continental, North Indian",Brookefield
Oakleaf,Casual Dining,3.9,40,2000,Yes,No,"Asian, Continental, North Indian, Italian",Brookefield
Oasis Food Center,Quick Bites,0,40,150,No,No,Fast Food,Basavanagudi
Oasis Restaurant,Casual Dining,2.9,28,550,No,No,"North Indian, Chinese, Kebab",Electronic City
Ober Cafe,Quick Bites,3.5,10,200,Yes,No,"Fast Food, Desserts","Byresandra,Tavarekere,Madiwala"
Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,Lounge,3.7,37,2000,No,No,Continental,New BEL Road
Occasions,Bakery,4.3,189,400,Yes,No,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala"
OCEA HOTEL,Casual Dining,3.7,278,800,Yes,No,"North Indian, Chinese, Seafood",Indiranagar
Ocean,Casual Dining,3.8,213,700,Yes,No,"Mexican, Continental, Italian, Chinese","Byresandra,Tavarekere,Madiwala"
Ocean's Delight,Casual Dining,3.4,13,700,No,No,"Seafood, Biryani, South Indian",Kalyan Nagar
Odia By Nature,Quick Bites,3.7,41,500,No,No,Oriya,Brookefield
Odia Dine,Casual Dining,3.8,47,400,No,No,Oriya,Indiranagar
Odians,Quick Bites,3.1,44,500,Yes,No,"North Indian, Chinese, Oriya",Marathahalli
Odisha Kitchen,Quick Bites,3.1,95,500,Yes,No,"Oriya, North Indian, Chinese",Brookefield
Odisha Platter,Quick Bites,3.8,294,350,Yes,No,Oriya,Brookefield
Odissi Restaurant,Casual Dining,2.8,62,500,Yes,No,"Oriya, Bengali","Byresandra,Tavarekere,Madiwala"
Off D' Hook,Casual Dining,3.7,88,800,No,Yes,"Continental, Biryani, Pizza, North Indian, Chinese, Momos, Andhra, Kebab",Marathahalli
Office Lunch Box,Delivery,3.6,113,200,Yes,No,"Andhra, North Indian",Marathahalli
Oggarne,"Takeaway, Delivery",3.2,13,300,No,No,"South Indian, North Indian, Chinese",Jayanagar
Oh My Biryani,"Takeaway, Delivery",3.7,439,550,Yes,No,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala"
Oh My Chaat,Quick Bites,3.1,18,300,Yes,No,Street Food,Brigade Road
Oh So Stoned!,Food Court,4.1,96,250,No,No,"Beverages, Desserts",Malleshwaram
Oh! Calcutta,"Casual Dining, Bar",4.4,1105,1200,Yes,Yes,"Bengali, Seafood",Brigade Road
Oil Pump,Bar,3.7,68,1000,No,No,"Finger Food, Continental",Koramangala 4th Block
OKI,Casual Dining,4.5,418,1200,Yes,Yes,"Asian, European, Italian, Korean, Malaysian, Thai, Vietnamese, Chinese",Kalyan Nagar
OKO - The Lalit Ashok Bangalore,Fine Dining,4,207,2200,No,Yes,"Japanese, Asian",Malleshwaram
Old Mumbai Ice Cream,Dessert Parlor,3.8,41,150,Yes,No,Ice Cream,Basavanagudi
Old Stories,Delivery,3.7,29,600,No,No,"Bengali, North Indian, Oriya",Electronic City
Oldtown Dilli,Casual Dining,4.1,252,750,Yes,Yes,"Mughlai, North Indian, Turkish, Afghan","Byresandra,Tavarekere,Madiwala"
Olive - Era,Casual Dining,3.3,511,550,Yes,No,"BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",Banashankari
Olive Bar And Kitchen,Casual Dining,4.5,2194,1800,No,Yes,"Mediterranean, European, Salad",Brigade Road
Olive Garden,Casual Dining,3.7,214,700,Yes,No,"Arabian, North Indian, Chinese, Beverages",Kalyan Nagar
Olive Tree,Casual Dining,3.8,59,700,No,Yes,"North Indian, South Indian, Chinese",Rajajinagar
Oliver Wraps,"Takeaway, Delivery",3.1,8,300,Yes,No,"Rolls, Fast Food","Byresandra,Tavarekere,Madiwala"
Oliver's Pub & Diner,"Pub, Casual Dining",3.9,539,1500,Yes,Yes,"Finger Food, American, Continental, Burger, Pizza",Brookefield
Om Made Cafe,Cafe,4,2729,1300,No,No,"Cafe, Continental, European, Juices","Byresandra,Tavarekere,Madiwala"
Om Meals & Paratha Junction,Quick Bites,2.8,40,100,Yes,No,North Indian,New BEL Road
Om Nom Thai,Food Truck,3.9,30,400,No,No,"Thai, Momos",HSR
Om Sai Baba Mess,Mess,3.1,11,250,Yes,No,South Indian,"Byresandra,Tavarekere,Madiwala"
Om Sai Dham Bombay Hotel,Quick Bites,3.6,19,200,No,No,North Indian,Marathahalli
Om Sai Punjabi Dhabha,Dhaba,3.4,10,250,Yes,No,North Indian,Whitefield
Om Sai Ram Food Junction,Quick Bites,3.7,39,200,No,No,North Indian,New BEL Road
Om Sai Skanda Dosa Camp,Quick Bites,3.9,29,150,No,No,South Indian,Indiranagar
Om Shiva Shakthi Chats Centre,Quick Bites,3.9,26,300,No,No,"Street Food, Fast Food",Banashankari
Om Sri Vinayaka Chats,"Takeaway, Delivery",2.8,40,500,No,No,"Street Food, Fast Food",Banashankari
Om Sweets & Fast Food,Quick Bites,3.4,19,200,No,No,"North Indian, Chinese, Mithai",Brookefield
Om Sweets & Snacks,Sweet Shop,3.9,34,150,No,No,"Mithai, Oriya, Bengali","Byresandra,Tavarekere,Madiwala"
OMG Biriyani,Quick Bites,3.4,16,600,Yes,No,"Biryani, Andhra, Chinese","Byresandra,Tavarekere,Madiwala"
Omleterian,Delivery,3.3,4,200,Yes,No,"American, Continental",Brookefield
Om's Cafe Prana,Cafe,3.6,16,300,No,No,"Cafe, Fast Food","Byresandra,Tavarekere,Madiwala"
OMY Grill,Quick Bites,3.8,34,300,Yes,No,"Biryani, Rolls, Fast Food",HSR
On The Go,Quick Bites,2.8,40,400,No,No,"North Indian, Mughlai, Chinese",Whitefield
On the Go Cafeteria,Quick Bites,2.8,40,200,No,No,Fast Food,Sarjapur Road
On The Nose,Cafe,2.7,26,600,Yes,No,"Cafe, Italian, Mexican, Chinese",Koramangala 4th Block
Once In Nature,Quick Bites,3.7,37,300,Yes,No,Healthy Food,Bannerghatta Road
Once Upon A Flame,Casual Dining,4.5,2062,1200,Yes,No,"Steak, Continental, Burger, BBQ","Byresandra,Tavarekere,Madiwala"
Once Upon a Rooftop,"Casual Dining, Bar",4.3,1236,1000,No,Yes,"Pizza, Italian, Chinese, Thai",Basavanagudi
One Atria Cafe,Casual Dining,3.7,40,1600,No,Yes,"South Indian, Continental, North Indian",Brigade Road
One Chu Restaurant,Casual Dining,3.9,324,600,Yes,No,"Chinese, Momos",Indiranagar
One For The Road,Bar,4.1,137,1200,Yes,Yes,"Continental, North Indian, Finger Food",Whitefield
ONE IN A MELON,"Beverage Shop, Quick Bites",4.1,413,300,Yes,No,"Juices, Healthy Food",Koramangala 7th Block
One Night In Bangkok,Casual Dining,2.8,40,1400,No,No,"Asian, Thai",Indiranagar
One Stop MARATHA,Quick Bites,3.1,39,250,No,No,Maharashtrian,Koramangala 4th Block
Onesta,"Casual Dining, Cafe",4.3,355,600,Yes,Yes,"Pizza, Cafe, Italian",Malleshwaram
Online Cake and Flower.com,Bakery,3.2,6,500,Yes,No,"Bakery, Desserts",Whitefield
Only Parathas,Food Court,2.8,29,450,No,No,"North Indian, Street Food, Biryani",Whitefield
Only Sharjah,Beverage Shop,2.8,40,200,Yes,No,Beverages,Bannerghatta Road
ONS Food,Quick Bites,2.8,40,150,No,No,"North Indian, Chinese",Indiranagar
Oogway Express,Casual Dining,3.3,10,600,Yes,No,"Chinese, Thai, Momos",Sarjapur Road
Ooh La La,Delivery,3.6,15,500,Yes,No,"North Indian, Biryani",Brookefield
Oolala,"Takeaway, Delivery",0,40,600,No,No,"Bakery, Desserts",Koramangala 6th Block
Oota Bangalore,Casual Dining,4.6,463,1700,No,No,South Indian,Brookefield
Ootada Mane,Casual Dining,2.9,67,600,Yes,No,"South Indian, North Indian, Chinese",Malleshwaram
Oottupura,Quick Bites,2.6,166,350,Yes,No,"Kerala, North Indian, Chinese, Rolls, Juices",Malleshwaram
Oottupura Family Restaurant,Quick Bites,3.4,224,400,Yes,No,"Kerala, South Indian, Biryani",Bannerghatta Road
Ooty Chocolates,Dessert Parlor,3.3,9,300,Yes,No,Desserts,Bellandur
Opel Lounge,Bar,3.2,7,700,No,No,"Finger Food, Chinese, North Indian",Malleshwaram
Opt For Fitness,Delivery,3.4,7,400,No,No,"Continental, Healthy Food",Kalyan Nagar
OPUS Club,Pub,4.4,1496,1900,No,Yes,"Continental, Italian, North Indian, Mexican",Bellandur
Opus Food Stories,"Bar, Casual Dining",4.5,200,1800,No,Yes,"Goan, Asian, North Indian, European, Continental",Sarjapur Road
Orbis Restaurant,Casual Dining,3.9,1117,750,Yes,Yes,"Arabian, North Indian, Chinese, Salad, Beverages",Brookefield
Orchard Fresh,Dessert Parlor,3.3,21,400,No,No,"Ice Cream, Desserts",Brookefield
Orchid Wine And Dine,Casual Dining,2.9,10,700,No,No,"North Indian, Chinese, Mughlai",Kammanahalli
Oregano Pizzeria,Cafe,3.7,52,450,Yes,No,"Cafe, Italian, Pizza",Koramangala 4th Block
Oregano Soul Food,Cafe,4,158,700,Yes,No,Cafe,Whitefield
OrganicFeast,Quick Bites,2.9,45,400,Yes,No,"North Indian, Chinese, Healthy Food",Electronic City
Origami,Casual Dining,3.4,11,700,No,No,Japanese,Indiranagar
Orzuv,"Casual Dining, Cafe",3.7,837,1100,Yes,Yes,"Kashmiri, Cafe",Whitefield
Ottetumba Veg & Non Veg Restaurant,Casual Dining,3.3,5,550,No,No,"North Indian, Chinese, Biryani",Malleshwaram
Ottimo - ITC Gardenia,Fine Dining,4.3,164,3000,No,Yes,"Italian, Salad",Brigade Road
Output Bengaluru,"Pub, Casual Dining",4.5,900,1000,No,Yes,"North Indian, Continental",Marathahalli
Oveanly,Bakery,0,40,200,No,No,Bakery,Koramangala 6th Block
Oven Fresh,Bakery,0,40,600,No,No,"Bakery, Fast Food",Indiranagar
Ovenstory Pizza,Delivery,3.8,97,750,Yes,No,Pizza,Brigade Road
OvenTreats - Patisserie.Bistro,Casual Dining,4,81,1000,No,No,American,Kalyan Nagar
Over The Top Terrace Lounge,Lounge,3.9,1388,1400,No,Yes,"Continental, North Indian","Byresandra,Tavarekere,Madiwala"
Owl's Kitchen,Delivery,3.1,44,500,No,No,"North Indian, Chinese",Bannerghatta Road
Owly,Delivery,3.7,27,350,No,No,"Fast Food, North Indian","Byresandra,Tavarekere,Madiwala"
Oyalo,Quick Bites,3,16,300,Yes,No,Pizza,Rajajinagar
Oye Amritsar,Casual Dining,3.8,756,1000,Yes,Yes,North Indian,Bannerghatta Road
Oye Hoye,Quick Bites,3.8,69,300,Yes,No,North Indian,Kalyan Nagar
Oyster Bay,Casual Dining,3.2,5,550,No,No,North Indian,Indiranagar
Oz Pies,Delivery,3.8,37,400,Yes,No,"Australian, Continental",Bellandur
Ozaa,Casual Dining,3.6,31,1700,No,No,"Mediterranean, American, Asian",Brigade Road
Paakam,Quick Bites,3.7,64,150,No,No,South Indian,Marathahalli
Paani Kum Chai,Beverage Shop,4,23,200,Yes,No,"Beverages, Fast Food",Bannerghatta Road
Paanwadi,Dessert Parlor,3.3,6,100,No,No,"Desserts, Paan",HSR
Paaramparya Restaurant,Casual Dining,3.6,20,600,Yes,No,"Chettinad, Mangalorean, South Indian, North Indian",Frazer Town
Paavani Agencies,Dessert Parlor,2.8,40,100,No,No,Ice Cream,Marathahalli
Pablo's Gastrobar,Bar,4,1075,1450,No,No,"Finger Food, American, Asian, Italian",Brookefield
Pabrai's Fresh & Naturelle Icecreams,Dessert Parlor,3.9,128,200,Yes,No,"Ice Cream, Desserts",Jayanagar
Pabrai's Fresh and Naturelle Icecreams,Dessert Parlor,3.7,118,0,No,No,"Ice Cream, Desserts","Byresandra,Tavarekere,Madiwala"
Padosi Apke Apne,Quick Bites,2.8,40,300,No,No,"South Indian, Chinese, North Indian",Bannerghatta Road
PagalKhana,Casual Dining,3.8,146,1000,Yes,Yes,"Continental, Chinese, Fast Food, Beverages",Koramangala 6th Block
Page 3 Multicuisine Restaurant & Bar,Bar,3.5,14,800,No,No,"North Indian, Chinese, Finger Food",Brigade Road
Pai Vihar,Quick Bites,2.8,54,400,Yes,No,"South Indian, Street Food, Chinese, Fast Food",Brigade Road
Pailwan House,Quick Bites,0,40,350,No,No,"Fast Food, Biryani",Basavanagudi
Painted Platters,Bakery,3.9,38,300,No,No,"Bakery, Desserts",Church Street
Pai's Kitchen,Quick Bites,3.4,13,200,Yes,No,South Indian,Koramangala 6th Block
Paisa Vasool,Quick Bites,3.3,8,400,Yes,No,North Indian,Indiranagar
Pait Full,Casual Dining,3.8,70,750,Yes,No,"North Indian, Chinese, Biryani",Marathahalli
Pakiza Dilli Darbar Restaurant,Quick Bites,3.2,13,300,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala"
Pakwan,Casual Dining,4.1,289,800,Yes,Yes,"North Indian, Chinese, Italian",Malleshwaram
Pakwan Family Restaurant,Quick Bites,3.4,5,400,No,No,"North Indian, Chinese",Marathahalli
Palak Ande Ka Funda,Quick Bites,3.2,91,300,Yes,No,North Indian,Marathahalli
Palar Restaurant,Casual Dining,3.6,19,700,No,No,"Andhra, North Indian",Brookefield
Palki Grand,Casual Dining,2.9,16,500,No,No,"North Indian, Chinese, Biryani, Mangalorean",Bellandur
Palki Restaurant,Casual Dining,2.8,93,500,No,No,"North Indian, Chinese, Biryani, Mangalorean",Indiranagar
Palki's,Casual Dining,3,155,800,No,No,"North Indian, Biryani",Bellandur
Pallavas Veg Cuisine,Casual Dining,3.6,46,600,Yes,No,"North Indian, South Indian, Chinese",Bannerghatta Road
Pallavi Bar & Restaurant,"Casual Dining, Bar",2.8,40,550,No,No,"North Indian, South Indian, Chinese",Banashankari
Pallavi North Indian Veg Restaurant,Casual Dining,3.7,243,450,Yes,No,"Biryani, North Indian, Chinese",Bannerghatta Road
Pallavi Restaurant,Casual Dining,3.8,490,500,Yes,Yes,"Biryani, Chinese, Andhra",Electronic City
Palmgrove,Casual Dining,4,224,700,No,No,"North Indian, South Indian, Chinese, Juices",Brigade Road
Palos,Quick Bites,3.3,44,300,Yes,No,"Chinese, North Indian",Brookefield
Pan Asian,Quick Bites,2.8,40,500,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala"
Panchami,Quick Bites,3,15,300,No,No,"North Indian, Chinese",Banashankari
Panchami Garden,Quick Bites,3.3,4,300,No,No,"South Indian, North Indian, Chinese",New BEL Road
Panchamukhi Sagar,Quick Bites,3.2,4,300,No,No,"North Indian, South Indian, Chinese",Kalyan Nagar
Panchamuki Fastfood,Quick Bites,3.5,12,300,No,No,"South Indian, Beverages",HSR
Panchavati Gaurav Thali,Casual Dining,4,929,800,Yes,Yes,"Rajasthani, Gujarati",Brigade Road
Pancuzzi,Cafe,4.2,169,600,Yes,No,"Cafe, Beverages, Desserts",Bannerghatta Road
Panda Boy,Casual Dining,3.9,115,550,Yes,No,Chinese,Kalyan Nagar
Panda Foods,Quick Bites,3.4,13,300,Yes,No,"North Indian, Juices",Indiranagar
Pandit Ji Sweets & Namkeen,Sweet Shop,3.6,13,300,Yes,No,"Mithai, Street Food",Electronic City
Pani Kum Chai,Quick Bites,3.9,67,200,Yes,No,Fast Food,Basavanagudi
Pani Puri,Quick Bites,3.1,8,100,No,No,Street Food,Brookefield
Panjabi Dhaba,Quick Bites,3.2,21,300,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Pan's Aroma,Quick Bites,2.9,244,400,Yes,No,"Bengali, Biryani, North Indian, Chinese, Fast Food",Electronic City
Panther Cafe,Beverage Shop,3.5,8,200,Yes,No,Beverages,Bannerghatta Road
Papacream,Dessert Parlor,3.7,17,350,Yes,No,"Desserts, Ice Cream",Bannerghatta Road
Papanna's Biriyani,Quick Bites,3.7,39,350,No,No,"South Indian, Biryani",Kalyan Nagar
Paper Cup Cafe,Quick Bites,3.5,11,400,No,No,"Tea, Coffee, Fast Food",Kalyan Nagar
Pappu Chaiwalla,Quick Bites,3.1,89,300,Yes,No,"North Indian, Momos, Rolls, Fast Food",Koramangala 5th Block
